channel,media_units,distribution,ci_hi,ci_lo,mean,channel_type,scaled_count_histogram,count_histogram,start_interval_histogram,end_interval_histogram
Google Paid Search,19062.2734375,posterior,0.917653,0.785233,0.8558357,media,,,,
Google Paid Search,19062.2734375,prior,0.9700339,0.79738224,0.88817877,media,,,,
Google Paid Search,19182.919921875,posterior,0.9181285,0.78629506,0.85660154,media,,,,
Google Paid Search,19182.919921875,prior,0.97021675,0.7983996,0.8887862,media,,,,
Google Paid Search,19303.56640625,posterior,0.9185986,0.7873467,0.8573603,media,,,,
Google Paid Search,19303.56640625,prior,0.97039735,0.7994069,0.88938767,media,,,,
Google Paid Search,19424.21484375,posterior,0.91906327,0.7883881,0.8581109,media,,,,
Google Paid Search,19424.21484375,prior,0.9705758,0.80040413,0.88998234,media,,,,
Google Paid Search,19544.861328125,posterior,0.9195226,0.78941923,0.85885334,media,,,,
Google Paid Search,19544.861328125,prior,0.9707521,0.8013915,0.8905702,media,,,,
Google Paid Search,19665.509765625,posterior,0.91997683,0.7904404,0.8595876,media,,,,
Google Paid Search,19665.509765625,prior,0.9709264,0.8023692,0.89115226,media,,,,
Google Paid Search,19786.15625,posterior,0.920426,0.7914517,0.8603145,media,,,,
Google Paid Search,19786.15625,prior,0.9710985,0.8033373,0.89172834,media,,,,
Google Paid Search,19906.8046875,posterior,0.9208701,0.79245335,0.8610337,media,,,,
Google Paid Search,19906.8046875,prior,0.97126865,0.80429584,0.8922979,media,,,,
Google Paid Search,20027.451171875,posterior,0.92130923,0.79344535,0.8617454,media,,,,
Google Paid Search,20027.451171875,prior,0.9714368,0.8052452,0.89286155,media,,,,
Google Paid Search,20148.09765625,posterior,0.9217436,0.79442793,0.8624514,media,,,,
Google Paid Search,20148.09765625,prior,0.971603,0.80618536,0.89341915,media,,,,
Google Paid Search,20268.74609375,posterior,0.9221732,0.7954012,0.86314815,media,,,,
Google Paid Search,20268.74609375,prior,0.97176725,0.80711657,0.8939719,media,,,,
Google Paid Search,20389.392578125,posterior,0.92259794,0.7963653,0.86383915,media,,,,
Google Paid Search,20389.392578125,prior,0.97192955,0.8080387,0.89451784,media,,,,
Google Paid Search,20510.041015625,posterior,0.9230183,0.7973204,0.864522,media,,,,
Google Paid Search,20510.041015625,prior,0.97209007,0.8089522,0.8950586,media,,,,
Google Paid Search,20630.6875,posterior,0.923434,0.7982666,0.8651991,media,,,,
Google Paid Search,20630.6875,prior,0.9722488,0.809857,0.8955936,media,,,,
Google Paid Search,20751.3359375,posterior,0.9238453,0.79920393,0.86586964,media,,,,
Google Paid Search,20751.3359375,prior,0.9724057,0.8107533,0.8961234,media,,,,
Google Paid Search,20871.982421875,posterior,0.92425203,0.8001326,0.86653197,media,,,,
Google Paid Search,20871.982421875,prior,0.9725608,0.81164116,0.89664733,media,,,,
Google Paid Search,20992.626953125,posterior,0.92465466,0.80105275,0.8671891,media,,,,
Google Paid Search,20992.626953125,prior,0.9727142,0.81252074,0.8971663,media,,,,
Google Paid Search,21113.275390625,posterior,0.92505294,0.80196446,0.86783963,media,,,,
Google Paid Search,21113.275390625,prior,0.9728659,0.8133921,0.89768046,media,,,,
Google Paid Search,21233.921875,posterior,0.9254469,0.8028678,0.8684838,media,,,,
Google Paid Search,21233.921875,prior,0.9730159,0.8142554,0.8981897,media,,,,
Google Paid Search,21354.5703125,posterior,0.9258369,0.80376303,0.8691206,media,,,,
Google Paid Search,21354.5703125,prior,0.97316426,0.81511086,0.8986928,media,,,,
Google Paid Search,21475.216796875,posterior,0.92622286,0.8046501,0.8697528,media,,,,
Google Paid Search,21475.216796875,prior,0.97331095,0.8159583,0.8991919,media,,,,
Google Paid Search,21595.865234375,posterior,0.9266048,0.80552924,0.87037957,media,,,,
Google Paid Search,21595.865234375,prior,0.97345614,0.81679815,0.8996856,media,,,,
Google Paid Search,21716.51171875,posterior,0.9269827,0.8064005,0.8709977,media,,,,
Google Paid Search,21716.51171875,prior,0.9735997,0.81763035,0.90017474,media,,,,
Google Paid Search,21837.158203125,posterior,0.9273569,0.8072639,0.8716123,media,,,,
Google Paid Search,21837.158203125,prior,0.9737417,0.818455,0.9006591,media,,,,
Google Paid Search,21957.806640625,posterior,0.92772716,0.8081197,0.87221926,media,,,,
Google Paid Search,21957.806640625,prior,0.97388226,0.8192722,0.90113825,media,,,,
Google Paid Search,22078.453125,posterior,0.9280936,0.8089679,0.872821,media,,,,
Google Paid Search,22078.453125,prior,0.97402126,0.8200821,0.9016129,media,,,,
Google Paid Search,22199.1015625,posterior,0.9284565,0.8098087,0.87341785,media,,,,
Google Paid Search,22199.1015625,prior,0.97415876,0.82088476,0.9020833,media,,,,
Google Paid Search,22319.748046875,posterior,0.9288158,0.8106421,0.8740094,media,,,,
Google Paid Search,22319.748046875,prior,0.9742949,0.8216803,0.9025498,media,,,,
Google Paid Search,22440.396484375,posterior,0.9291713,0.81146824,0.8745938,media,,,,
Google Paid Search,22440.396484375,prior,0.97442955,0.8224689,0.9030106,media,,,,
Google Paid Search,22561.04296875,posterior,0.92952335,0.81228715,0.87517375,media,,,,
Google Paid Search,22561.04296875,prior,0.9745628,0.8232504,0.90346783,media,,,,
Google Paid Search,22681.69140625,posterior,0.9298719,0.81309897,0.87574786,media,,,,
Google Paid Search,22681.69140625,prior,0.97469467,0.82402515,0.90392125,media,,,,
Google Paid Search,22802.337890625,posterior,0.9302172,0.81390387,0.87631685,media,,,,
Google Paid Search,22802.337890625,prior,0.9748252,0.82479304,0.90436894,media,,,,
Google Paid Search,22922.984375,posterior,0.93055886,0.81470186,0.8768821,media,,,,
Google Paid Search,22922.984375,prior,0.9749544,0.8255543,0.90481377,media,,,,
Google Paid Search,23043.6328125,posterior,0.9308973,0.815493,0.8774419,media,,,,
Google Paid Search,23043.6328125,prior,0.9750823,0.8263091,0.9052541,media,,,,
Google Paid Search,23164.279296875,posterior,0.9312326,0.8162774,0.8779947,media,,,,
Google Paid Search,23164.279296875,prior,0.9752088,0.8270572,0.90569025,media,,,,
Google Paid Search,23284.927734375,posterior,0.9315645,0.81705517,0.878544,media,,,,
Google Paid Search,23284.927734375,prior,0.9753341,0.827799,0.90612257,media,,,,
Google Paid Search,23405.57421875,posterior,0.93189317,0.8178264,0.8790876,media,,,,
Google Paid Search,23405.57421875,prior,0.97545815,0.8285345,0.9065504,media,,,,
Google Paid Search,23526.22265625,posterior,0.9322187,0.8185911,0.87962633,media,,,,
Google Paid Search,23526.22265625,prior,0.97558093,0.8292636,0.9069748,media,,,,
Google Paid Search,23646.869140625,posterior,0.9325413,0.8193495,0.88016087,media,,,,
Google Paid Search,23646.869140625,prior,0.97570246,0.82998663,0.90739524,media,,,,
Google Paid Search,23767.515625,posterior,0.9328607,0.82010156,0.8806909,media,,,,
Google Paid Search,23767.515625,prior,0.9758228,0.8307035,0.9078126,media,,,,
Google Paid Search,23888.1640625,posterior,0.9331771,0.82084733,0.8812151,media,,,,
Google Paid Search,23888.1640625,prior,0.97594196,0.8314144,0.90822506,media,,,,
Google Paid Search,24008.810546875,posterior,0.9334906,0.82158697,0.8817348,media,,,,
Google Paid Search,24008.810546875,prior,0.97606003,0.83211935,0.9086341,media,,,,
Google Paid Search,24129.458984375,posterior,0.9338011,0.8223205,0.8822515,media,,,,
Google Paid Search,24129.458984375,prior,0.97617686,0.83281845,0.90903986,media,,,,
Google Paid Search,24250.10546875,posterior,0.93410873,0.82304806,0.8827624,media,,,,
Google Paid Search,24250.10546875,prior,0.97629255,0.8335117,0.909442,media,,,,
Google Paid Search,24370.75390625,posterior,0.93441355,0.82376975,0.8832689,media,,,,
Google Paid Search,24370.75390625,prior,0.9764072,0.83419925,0.90984046,media,,,,
Google Paid Search,24491.400390625,posterior,0.9347156,0.8244855,0.88377213,media,,,,
Google Paid Search,24491.400390625,prior,0.97652066,0.8348811,0.9102357,media,,,,
Google Paid Search,24612.046875,posterior,0.9350147,0.82519543,0.8842711,media,,,,
Google Paid Search,24612.046875,prior,0.976633,0.8355574,0.91062707,media,,,,
Google Paid Search,24732.6953125,posterior,0.9353112,0.8258997,0.88476366,media,,,,
Google Paid Search,24732.6953125,prior,0.9767444,0.83622825,0.9110151,media,,,,
Google Paid Search,24853.341796875,posterior,0.9356051,0.8265983,0.88525325,media,,,,
Google Paid Search,24853.341796875,prior,0.9768547,0.83689356,0.91139996,media,,,,
Google Paid Search,24973.990234375,posterior,0.9358963,0.8272913,0.8857406,media,,,,
Google Paid Search,24973.990234375,prior,0.97696394,0.8375535,0.91178167,media,,,,
Google Paid Search,25094.63671875,posterior,0.9361847,0.82797885,0.886221,media,,,,
Google Paid Search,25094.63671875,prior,0.9770721,0.8382082,0.9121597,media,,,,
Google Paid Search,25215.28515625,posterior,0.9364706,0.82866085,0.886698,media,,,,
Google Paid Search,25215.28515625,prior,0.9771793,0.83885753,0.9125347,media,,,,
Google Paid Search,25335.931640625,posterior,0.9367541,0.82933754,0.88717186,media,,,,
Google Paid Search,25335.931640625,prior,0.97728556,0.83950174,0.9129065,media,,,,
Google Paid Search,25456.578125,posterior,0.9370349,0.8300088,0.8876413,media,,,,
Google Paid Search,25456.578125,prior,0.97739077,0.84014076,0.91327477,media,,,,
Google Paid Search,25577.2265625,posterior,0.9373133,0.8306749,0.8881066,media,,,,
Google Paid Search,25577.2265625,prior,0.97749496,0.8407748,0.9136404,media,,,,
Google Paid Search,25697.873046875,posterior,0.93758935,0.8313358,0.8885683,media,,,,
Google Paid Search,25697.873046875,prior,0.97759825,0.8414037,0.9140029,media,,,,
Google Paid Search,25818.521484375,posterior,0.9378628,0.83199155,0.8890265,media,,,,
Google Paid Search,25818.521484375,prior,0.97770065,0.8420278,0.9143625,media,,,,
Google Paid Search,25939.16796875,posterior,0.93813384,0.8326422,0.8894812,media,,,,
Google Paid Search,25939.16796875,prior,0.97780204,0.8426469,0.91471905,media,,,,
Google Paid Search,26059.81640625,posterior,0.93840265,0.83328784,0.8899308,media,,,,
Google Paid Search,26059.81640625,prior,0.97790253,0.84326124,0.9150721,media,,,,
Google Paid Search,26180.462890625,posterior,0.9386692,0.83392847,0.89037865,media,,,,
Google Paid Search,26180.462890625,prior,0.97800213,0.8438707,0.91542166,media,,,,
Google Paid Search,26301.111328125,posterior,0.9389334,0.83456427,0.8908209,media,,,,
Google Paid Search,26301.111328125,prior,0.97810084,0.84447557,0.9157697,media,,,,
Google Paid Search,26421.7578125,posterior,0.9391951,0.8351952,0.89126056,media,,,,
Google Paid Search,26421.7578125,prior,0.97819865,0.84507567,0.91611475,media,,,,
Google Paid Search,26542.404296875,posterior,0.93945485,0.8358213,0.89169735,media,,,,
Google Paid Search,26542.404296875,prior,0.97829556,0.84567124,0.91645694,media,,,,
Google Paid Search,26663.052734375,posterior,0.9397123,0.8364427,0.8921289,media,,,,
Google Paid Search,26663.052734375,prior,0.9783917,0.84626216,0.91679597,media,,,,
Google Paid Search,26783.69921875,posterior,0.9399675,0.8370594,0.8925592,media,,,,
Google Paid Search,26783.69921875,prior,0.9784869,0.8468486,0.9171326,media,,,,
Google Paid Search,26904.34765625,posterior,0.9402206,0.83767146,0.8929843,media,,,,
Google Paid Search,26904.34765625,prior,0.9785813,0.8474306,0.91746545,media,,,,
Google Paid Search,27024.9921875,posterior,0.9404717,0.83827895,0.89340574,media,,,,
Google Paid Search,27024.9921875,prior,0.9786749,0.8480082,0.91779685,media,,,,
Google Paid Search,27145.642578125,posterior,0.94072056,0.8388819,0.8938261,media,,,,
Google Paid Search,27145.642578125,prior,0.9787677,0.84858143,0.918126,media,,,,
Google Paid Search,27266.287109375,posterior,0.94096726,0.83948034,0.89424336,media,,,,
Google Paid Search,27266.287109375,prior,0.9788596,0.84915036,0.9184514,media,,,,
Google Paid Search,27386.93359375,posterior,0.9412121,0.8400744,0.8946547,media,,,,
Google Paid Search,27386.93359375,prior,0.9789508,0.849715,0.9187744,media,,,,
Google Paid Search,27507.58203125,posterior,0.9414549,0.8406641,0.895063,media,,,,
Google Paid Search,27507.58203125,prior,0.9790412,0.8502755,0.91909456,media,,,,
Google Paid Search,27628.228515625,posterior,0.9416956,0.8412494,0.8954686,media,,,,
Google Paid Search,27628.228515625,prior,0.9791308,0.85083175,0.9194135,media,,,,
Google Paid Search,27748.876953125,posterior,0.94193435,0.8418305,0.8958711,media,,,,
Google Paid Search,27748.876953125,prior,0.9792196,0.851384,0.9197285,media,,,,
Google Paid Search,27869.5234375,posterior,0.9421712,0.8424073,0.8962722,media,,,,
Google Paid Search,27869.5234375,prior,0.9793078,0.85193205,0.9200414,media,,,,
Google Paid Search,27990.171875,posterior,0.9424061,0.84297985,0.8966691,media,,,,
Google Paid Search,27990.171875,prior,0.9793951,0.8524761,0.9203525,media,,,,
Google Paid Search,28110.818359375,posterior,0.94263905,0.84354836,0.8970636,media,,,,
Google Paid Search,28110.818359375,prior,0.97948176,0.8530162,0.92066085,media,,,,
Google Paid Search,28231.46484375,posterior,0.94287026,0.84411275,0.89745325,media,,,,
Google Paid Search,28231.46484375,prior,0.9795676,0.85355234,0.92096674,media,,,,
Google Paid Search,28352.11328125,posterior,0.94309956,0.84467304,0.8978416,media,,,,
Google Paid Search,28352.11328125,prior,0.97965276,0.8540846,0.9212697,media,,,,
Google Paid Search,28472.759765625,posterior,0.94332695,0.8452293,0.8982265,media,,,,
Google Paid Search,28472.759765625,prior,0.9797373,0.854613,0.9215712,media,,,,
Google Paid Search,28593.408203125,posterior,0.94355255,0.8457817,0.89860904,media,,,,
Google Paid Search,28593.408203125,prior,0.979821,0.8551376,0.9218703,media,,,,
Google Paid Search,28714.0546875,posterior,0.9437764,0.84633005,0.8989876,media,,,,
Google Paid Search,28714.0546875,prior,0.97990406,0.8556584,0.92216647,media,,,,
Google Paid Search,28834.703125,posterior,0.9439985,0.8468746,0.8993633,media,,,,
Google Paid Search,28834.703125,prior,0.9799865,0.8561755,0.9224615,media,,,,
Google Paid Search,28955.349609375,posterior,0.9442188,0.84741527,0.89973867,media,,,,
Google Paid Search,28955.349609375,prior,0.9800682,0.85668886,0.9227535,media,,,,
Google Paid Search,29075.99609375,posterior,0.94443744,0.8479521,0.90010834,media,,,,
Google Paid Search,29075.99609375,prior,0.9801493,0.8571986,0.92304325,media,,,,
Google Paid Search,29196.64453125,posterior,0.94465435,0.84848523,0.90047634,media,,,,
Google Paid Search,29196.64453125,prior,0.9802297,0.85770476,0.9233309,media,,,,
Google Paid Search,29317.291015625,posterior,0.94486946,0.84901464,0.9008416,media,,,,
Google Paid Search,29317.291015625,prior,0.9803094,0.8582073,0.9236173,media,,,,
Google Paid Search,29437.939453125,posterior,0.94508296,0.8495403,0.9012038,media,,,,
Google Paid Search,29437.939453125,prior,0.9803886,0.85870624,0.92390054,media,,,,
Google Paid Search,29558.5859375,posterior,0.945295,0.8500623,0.9015652,media,,,,
Google Paid Search,29558.5859375,prior,0.980467,0.8592018,0.9241817,media,,,,
Google Paid Search,29679.234375,posterior,0.9455052,0.85058075,0.90192264,media,,,,
Google Paid Search,29679.234375,prior,0.9805449,0.8596938,0.92446125,media,,,,
Google Paid Search,29799.880859375,posterior,0.9457138,0.8510956,0.90227646,media,,,,
Google Paid Search,29799.880859375,prior,0.9806222,0.86018246,0.92473847,media,,,,
Google Paid Search,29920.529296875,posterior,0.9459209,0.8516069,0.9026279,media,,,,
Google Paid Search,29920.529296875,prior,0.9806988,0.86066765,0.9250137,media,,,,
Google Paid Search,30041.17578125,posterior,0.94612646,0.8521148,0.90297884,media,,,,
Google Paid Search,30041.17578125,prior,0.9807748,0.86114955,0.9252872,media,,,,
Google Paid Search,30161.822265625,posterior,0.94633025,0.8526192,0.90332526,media,,,,
Google Paid Search,30161.822265625,prior,0.9808502,0.86162806,0.92555845,media,,,,
Google Paid Search,30282.470703125,posterior,0.94653267,0.8531201,0.90367115,media,,,,
Google Paid Search,30282.470703125,prior,0.9809251,0.86210334,0.92582715,media,,,,
Google Paid Search,30403.1171875,posterior,0.9467336,0.8536176,0.90401286,media,,,,
Google Paid Search,30403.1171875,prior,0.9809993,0.86257535,0.926095,media,,,,
Google Paid Search,30523.765625,posterior,0.946933,0.8541118,0.90435255,media,,,,
Google Paid Search,30523.765625,prior,0.981073,0.86304414,0.92636,media,,,,
Google Paid Search,30644.412109375,posterior,0.9471308,0.85460263,0.9046902,media,,,,
Google Paid Search,30644.412109375,prior,0.9811461,0.8635098,0.9266239,media,,,,
Google Paid Search,30765.060546875,posterior,0.9473272,0.8550902,0.90502584,media,,,,
Google Paid Search,30765.060546875,prior,0.9812187,0.8639722,0.9268853,media,,,,
Google Paid Search,30885.70703125,posterior,0.9475222,0.8555745,0.9053574,media,,,,
Google Paid Search,30885.70703125,prior,0.98129064,0.86443156,0.9271455,media,,,,
Google Paid Search,31006.353515625,posterior,0.94771564,0.85605556,0.9056874,media,,,,
Google Paid Search,31006.353515625,prior,0.9813621,0.8648878,0.92740357,media,,,,
Google Paid Search,31127.001953125,posterior,0.94790775,0.8565334,0.9060163,media,,,,
Google Paid Search,31127.001953125,prior,0.981433,0.8653409,0.9276597,media,,,,
Google Paid Search,31247.6484375,posterior,0.9480985,0.85700816,0.9063433,media,,,,
Google Paid Search,31247.6484375,prior,0.98150337,0.8657911,0.9279136,media,,,,
Google Paid Search,31368.296875,posterior,0.94828784,0.85747975,0.90666556,media,,,,
Google Paid Search,31368.296875,prior,0.98157316,0.8662382,0.92816585,media,,,,
Google Paid Search,31488.943359375,posterior,0.94847566,0.8579482,0.9069864,media,,,,
Google Paid Search,31488.943359375,prior,0.98164254,0.86668247,0.9284174,media,,,,
Google Paid Search,31609.591796875,posterior,0.9486623,0.8584136,0.90730715,media,,,,
Google Paid Search,31609.591796875,prior,0.98171127,0.86712366,0.9286655,media,,,,
Google Paid Search,31730.23828125,posterior,0.94884753,0.858876,0.9076235,media,,,,
Google Paid Search,31730.23828125,prior,0.9817796,0.8675619,0.928913,media,,,,
Google Paid Search,31850.884765625,posterior,0.94903135,0.8593353,0.9079389,media,,,,
Google Paid Search,31850.884765625,prior,0.9818473,0.8679974,0.9291588,media,,,,
Google Paid Search,31971.533203125,posterior,0.94921386,0.85979176,0.9082506,media,,,,
Google Paid Search,31971.533203125,prior,0.9819146,0.86843,0.9294028,media,,,,
Google Paid Search,32092.1796875,posterior,0.94939524,0.8602452,0.90856063,media,,,,
Google Paid Search,32092.1796875,prior,0.98198134,0.8688597,0.9296449,media,,,,
Google Paid Search,32212.828125,posterior,0.9495752,0.8606957,0.9088692,media,,,,
Google Paid Search,32212.828125,prior,0.9820476,0.86928666,0.929886,media,,,,
Google Paid Search,32333.474609375,posterior,0.9497538,0.8611433,0.9091751,media,,,,
